Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,randomiser-mq2e,branch-s3b7,branch-dgjt
15,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,other,home living room with television on in background,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,probe_selfreport,Eligible,Voucher
16,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
17,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
18,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
19,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
20,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
21,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
22,1754403634781,05/08/2025 14:20,1754407234781,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,Page 1,rnfxsa,1,**How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.**,response,value,"I found it tiring, I believe I miss hit the spacebar in response to the number 3 on two occassions",,,fb_comment,4,object-4,probe_selfreport,Eligible,Voucher
23,1754403634782,05/08/2025 14:20,1754407234782,1,05/08/2025 16:20,234742,9,questionnaire-pawl,,48534661,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,0,Feedback,2,,,,,info,,END,81886,,,,,probe_selfreport,Eligible,Voucher
1,1754409950587,05/08/2025 16:05,1754413550587,1,05/08/2025 18:05,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,,,,,info,,BEGIN,,,,,,probe_selfreport,Eligible,Voucher
12,1754410005355,05/08/2025 16:06,1754413605355,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,value,A quiet public space with minimal distraction (such as a library).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,probe_selfreport,Eligible,Voucher
13,1754410005355,05/08/2025 16:06,1754413605355,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,quantised,2,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,probe_selfreport,Eligible,Voucher
14,1754410005356,05/08/2025 16:06,1754413605356,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
15,1754410005357,05/08/2025 16:06,1754413605357,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
16,1754410005357,05/08/2025 16:06,1754413605357,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I checked my messages.",1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
17,1754410005358,05/08/2025 16:06,1754413605358,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
18,1754410005358,05/08/2025 16:06,1754413605358,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
19,1754410005359,05/08/2025 16:06,1754413605359,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
20,1754410005359,05/08/2025 16:06,1754413605359,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,Page 1,rnfxsa,1,**How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.**,response,value,"it was so long, and a bit boring (sorry!), my mind wondered so much. just wanted to close the tab - an wouldve come back to it later if i knew my prograss had been saved",,,fb_comment,4,object-4,probe_selfreport,Eligible,Voucher
21,1754410005361,05/08/2025 16:06,1754413605361,1,05/08/2025 18:06,234742,9,questionnaire-pawl,,48536943,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,0,Feedback,2,,,,,info,,END,54706,,,,,probe_selfreport,Eligible,Voucher
1,1754422760841,05/08/2025 19:39,1754426360841,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,,,,,info,,BEGIN,,,,,,selfreport_probe,Eligible,No Voucher
12,1754422778204,05/08/2025 19:39,1754426378204,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,value,A quiet public space with minimal distraction (such as a library).,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,selfreport_probe,Eligible,No Voucher
13,1754422778205,05/08/2025 19:39,1754426378205,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,quantised,2,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,selfreport_probe,Eligible,No Voucher
14,1754422778206,05/08/2025 19:39,1754426378206,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
15,1754422778207,05/08/2025 19:39,1754426378207,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
16,1754422778207,05/08/2025 19:39,1754426378207,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
17,1754422778208,05/08/2025 19:39,1754426378208,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
18,1754422778209,05/08/2025 19:39,1754426378209,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
19,1754422778210,05/08/2025 19:39,1754426378210,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,No Voucher
20,1754422778210,05/08/2025 19:39,1754426378210,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,Page 1,rnfxsa,1,**How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.**,response,value,,,,fb_comment,4,object-4,selfreport_probe,Eligible,No Voucher
21,1754422778212,05/08/2025 19:39,1754426378212,1,05/08/2025 21:39,234742,9,questionnaire-pawl,,48540411,BLINDED,13926988,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 136.0.0.0,1536x864,1536x730,,,0,Feedback,2,,,,,info,,END,17315,,,,,selfreport_probe,Eligible,No Voucher
1,1754485243888,06/08/2025 13:00,1754488843888,1,06/08/2025 15:00,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,,,,,info,,BEGIN,,,,,,selfreport_probe,Eligible,Voucher
12,1754485359602,06/08/2025 13:02,1754488959602,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,selfreport_probe,Eligible,Voucher
13,1754485359602,06/08/2025 13:02,1754488959602,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,selfreport_probe,Eligible,Voucher
14,1754485359603,06/08/2025 13:02,1754488959603,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
15,1754485359603,06/08/2025 13:02,1754488959603,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
16,1754485359603,06/08/2025 13:02,1754488959603,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
17,1754485359604,06/08/2025 13:02,1754488959604,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
18,1754485359604,06/08/2025 13:02,1754488959604,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
19,1754485359605,06/08/2025 13:02,1754488959605,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,selfreport_probe,Eligible,Voucher
20,1754485359605,06/08/2025 13:02,1754488959605,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,Page 1,rnfxsa,1,**How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.**,response,value,I started off trying to get them as quickly as possible but got into a rythym that was too quick for my brain to process the numbers so I clicked on the first couple of 3s. Halfway through the first attempt I slowed down a bit which I think improved the accuracy but I also felt my mind drifting more when I wasn't going as quickly.,,,fb_comment,4,object-4,selfreport_probe,Eligible,Voucher
21,1754485359607,06/08/2025 13:02,1754488959607,1,06/08/2025 15:02,234742,9,questionnaire-pawl,,48548662,BLINDED,13929615,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,0,Feedback,2,,,,,info,,END,115654,,,,,selfreport_probe,Eligible,Voucher
1,1754553505255,07/08/2025 07:58,1754557105255,1,07/08/2025 09:58,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,,,,,info,,BEGIN,,,,,,probe_selfreport,Eligible,Voucher
13,1754553688331,07/08/2025 08:01,1754557288331,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,probe_selfreport,Eligible,Voucher
14,1754553688332,07/08/2025 08:01,1754557288332,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,probe_selfreport,Eligible,Voucher
15,1754553688332,07/08/2025 08:01,1754557288332,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,No,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
16,1754553688333,07/08/2025 08:01,1754557288333,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
17,1754553688333,07/08/2025 08:01,1754557288333,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
18,1754553688334,07/08/2025 08:01,1754557288334,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
19,1754553688334,07/08/2025 08:01,1754557288334,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
20,1754553688335,07/08/2025 08:01,1754557288335,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,__other,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
21,1754553688336,07/08/2025 08:01,1754557288336,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Did you use your phone at any point during the experiment? (Select all that apply)**,response,other,i watched some instagram reels,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,3,object-3,probe_selfreport,Eligible,Voucher
22,1754553688336,07/08/2025 08:01,1754557288336,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.**,response,value,"it was fine, it felt a lot longer the second time round.",,,fb_comment,4,object-4,probe_selfreport,Eligible,Voucher
23,1754553688338,07/08/2025 08:01,1754557288338,1,07/08/2025 10:01,234742,9,questionnaire-pawl,,48569402,BLINDED,13933305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,,,,,info,,END,183004,,,,,probe_selfreport,Eligible,Voucher
1,1754571629019,07/08/2025 13:00,1754575229019,1,07/08/2025 15:00,234742,9,questionnaire-pawl,,48579702,BLINDED,13935420,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,,,,,info,,BEGIN,,,,,,selfreport_probe,Eligible,No Voucher
12,1754571668711,07/08/2025 13:01,1754575268711,1,07/08/2025 15:01,234742,9,questionnaire-pawl,,48579702,BLINDED,13935420,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Feedback,2,Page 1,rnfxsa,1,**Which best describes the environment you completed the experiment in?**,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,2,object-2,selfreport_probe,Eligible,No Voucher
